dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,30,v0,628.397,0.698,0.636,0.636,3|4|9|15|20|26|30|82|85|87|94|101|107|115|121|123|132|154|155|167|173|175|179|181|183|186|187|189|192|197,0.39610031247138977|0.3473552465438843|0.6893535852432251|0.8157224059104919|0.39041611552238464|0.6721304655075073|0.5428950190544128|0.7462403178215027|0.9722059369087219|0.22789256274700165|0.6635855436325073|0.8365294933319092|0.7395455837249756|0.6525198221206665|0.7007275819778442|0.646882951259613|0.16878767311573029|0.5436608791351318|0.3041500449180603|0.6227973103523254|0.32078972458839417|0.6213962435722351|0.663692057132721|0.3087020814418793|0.5958440899848938|0.2577604651451111|0.5662281513214111|0.8010640740394592|0.5880305767059326|0.584872305393219
indian_pines,29,v0,0.0,0.694,0.634,0.634,3|4|15|20|26|30|82|85|87|94|101|107|115|121|123|132|154|155|167|173|175|179|181|183|186|187|189|192|197,0.39610031247138977|0.3473552465438843|0.8157224059104919|0.39041611552238464|0.6721304655075073|0.5428950190544128|0.7462403178215027|0.9722059369087219|0.22789256274700165|0.6635855436325073|0.8365294933319092|0.7395455837249756|0.6525198221206665|0.7007275819778442|0.646882951259613|0.16878767311573029|0.5436608791351318|0.3041500449180603|0.6227973103523254|0.32078972458839417|0.6213962435722351|0.663692057132721|0.3087020814418793|0.5958440899848938|0.2577604651451111|0.5662281513214111|0.8010640740394592|0.5880305767059326|0.584872305393219
indian_pines,28,v0,0.0,0.688,0.619,0.619,3|4|15|20|30|82|85|87|94|101|107|115|121|123|132|154|155|167|173|175|179|181|183|186|187|189|192|197,0.39610031247138977|0.3473552465438843|0.8157224059104919|0.39041611552238464|0.5428950190544128|0.7462403178215027|0.9722059369087219|0.22789256274700165|0.6635855436325073|0.8365294933319092|0.7395455837249756|0.6525198221206665|0.7007275819778442|0.646882951259613|0.16878767311573029|0.5436608791351318|0.3041500449180603|0.6227973103523254|0.32078972458839417|0.6213962435722351|0.663692057132721|0.3087020814418793|0.5958440899848938|0.2577604651451111|0.5662281513214111|0.8010640740394592|0.5880305767059326|0.584872305393219
indian_pines,27,v0,0.0,0.687,0.618,0.618,3|4|15|20|30|82|85|87|94|101|107|115|121|123|132|154|155|173|175|179|181|183|186|187|189|192|197,0.39610031247138977|0.3473552465438843|0.8157224059104919|0.39041611552238464|0.5428950190544128|0.7462403178215027|0.9722059369087219|0.22789256274700165|0.6635855436325073|0.8365294933319092|0.7395455837249756|0.6525198221206665|0.7007275819778442|0.646882951259613|0.16878767311573029|0.5436608791351318|0.3041500449180603|0.32078972458839417|0.6213962435722351|0.663692057132721|0.3087020814418793|0.5958440899848938|0.2577604651451111|0.5662281513214111|0.8010640740394592|0.5880305767059326|0.584872305393219
indian_pines,26,v0,0.0,0.686,0.618,0.618,3|4|15|20|30|85|87|94|101|107|115|121|123|132|154|155|173|175|179|181|183|186|187|189|192|197,0.39610031247138977|0.3473552465438843|0.8157224059104919|0.39041611552238464|0.5428950190544128|0.9722059369087219|0.22789256274700165|0.6635855436325073|0.8365294933319092|0.7395455837249756|0.6525198221206665|0.7007275819778442|0.646882951259613|0.16878767311573029|0.5436608791351318|0.3041500449180603|0.32078972458839417|0.6213962435722351|0.663692057132721|0.3087020814418793|0.5958440899848938|0.2577604651451111|0.5662281513214111|0.8010640740394592|0.5880305767059326|0.584872305393219
indian_pines,25,v0,0.0,0.681,0.616,0.616,3|4|15|20|30|85|87|94|101|107|115|121|123|132|155|173|175|179|181|183|186|187|189|192|197,0.39610031247138977|0.3473552465438843|0.8157224059104919|0.39041611552238464|0.5428950190544128|0.9722059369087219|0.22789256274700165|0.6635855436325073|0.8365294933319092|0.7395455837249756|0.6525198221206665|0.7007275819778442|0.646882951259613|0.16878767311573029|0.3041500449180603|0.32078972458839417|0.6213962435722351|0.663692057132721|0.3087020814418793|0.5958440899848938|0.2577604651451111|0.5662281513214111|0.8010640740394592|0.5880305767059326|0.584872305393219
indian_pines,24,v0,0.0,0.679,0.612,0.612,3|4|15|20|30|85|87|94|101|107|115|121|123|132|155|173|175|179|183|186|187|189|192|197,0.39610031247138977|0.3473552465438843|0.8157224059104919|0.39041611552238464|0.5428950190544128|0.9722059369087219|0.22789256274700165|0.6635855436325073|0.8365294933319092|0.7395455837249756|0.6525198221206665|0.7007275819778442|0.646882951259613|0.16878767311573029|0.3041500449180603|0.32078972458839417|0.6213962435722351|0.663692057132721|0.5958440899848938|0.2577604651451111|0.5662281513214111|0.8010640740394592|0.5880305767059326|0.584872305393219
indian_pines,23,v0,0.0,0.68,0.614,0.614,3|4|15|20|30|85|87|94|101|107|115|121|123|132|155|173|175|179|183|187|189|192|197,0.39610031247138977|0.3473552465438843|0.8157224059104919|0.39041611552238464|0.5428950190544128|0.9722059369087219|0.22789256274700165|0.6635855436325073|0.8365294933319092|0.7395455837249756|0.6525198221206665|0.7007275819778442|0.646882951259613|0.16878767311573029|0.3041500449180603|0.32078972458839417|0.6213962435722351|0.663692057132721|0.5958440899848938|0.5662281513214111|0.8010640740394592|0.5880305767059326|0.584872305393219
indian_pines,22,v0,0.0,0.676,0.611,0.611,3|4|15|20|30|85|87|94|101|107|115|121|123|132|155|173|179|183|187|189|192|197,0.39610031247138977|0.3473552465438843|0.8157224059104919|0.39041611552238464|0.5428950190544128|0.9722059369087219|0.22789256274700165|0.6635855436325073|0.8365294933319092|0.7395455837249756|0.6525198221206665|0.7007275819778442|0.646882951259613|0.16878767311573029|0.3041500449180603|0.32078972458839417|0.663692057132721|0.5958440899848938|0.5662281513214111|0.8010640740394592|0.5880305767059326|0.584872305393219
indian_pines,21,v0,0.0,0.674,0.609,0.609,3|4|15|20|30|85|87|94|101|107|115|123|132|155|173|179|183|187|189|192|197,0.39610031247138977|0.3473552465438843|0.8157224059104919|0.39041611552238464|0.5428950190544128|0.9722059369087219|0.22789256274700165|0.6635855436325073|0.8365294933319092|0.7395455837249756|0.6525198221206665|0.646882951259613|0.16878767311573029|0.3041500449180603|0.32078972458839417|0.663692057132721|0.5958440899848938|0.5662281513214111|0.8010640740394592|0.5880305767059326|0.584872305393219
