dataset,target_size,algorithm,time,oa,aa,k,selected_features
indian_pines,30,zhang,166,0.814,0.799,0.787,2|3|4|6|8|10|16|18|19|20|26|29|30|44|46|63|77|117|122|134|151|157|159|165|169|176|183|187|189|197||5|6|8|10|16|19|23|25|29|32|39|65|76|104|109|112|120|122|125|147|153|155|157|159|162|165|170|174|178|189||5|6|7|13|16|19|29|30|31|38|41|46|65|113|122|125|132|139|151|159|162|164|169|174|178|186|187|189|191|197||5|6|7|8|9|16|19|20|22|23|26|30|46|53|65|113|120|122|127|159|160|162|169|170|172|176|183|186|189|191||4|5|6|8|9|14|16|19|20|26|29|44|61|65|68|104|109|112|117|119|122|125|132|154|159|169|174|176|179|189||3|5|6|8|13|16|18|19|23|25|29|30|33|36|46|65|68|73|111|113|122|129|134|139|159|160|168|187|191|197||0|3|4|6|7|8|10|13|16|18|27|29|32|51|55|65|69|71|84|122|134|139|148|165|169|175|179|183|186|189||3|6|8|10|13|16|19|20|24|26|30|38|46|104|113|120|122|125|132|155|159|164|166|169|174|175|181|187|188|191||3|4|6|7|8|15|16|19|24|26|29|30|34|65|109|116|120|122|125|128|132|134|157|159|169|174|176|186|189|197||3|4|6|7|8|10|13|16|21|23|24|28|29|30|33|43|63|68|115|118|120|122|127|134|167|169|174|186|189|197
indian_pines,29,zhang,0,0.812,0.796,0.786,2|3|4|6|8|10|16|18|19|20|26|29|30|44|46|63|117|122|134|151|157|159|165|169|176|183|187|189|197||5|6|8|10|16|19|23|25|29|32|39|65|76|104|109|112|120|122|125|147|153|155|157|159|165|170|174|178|189||5|6|7|13|16|19|29|30|31|38|41|46|65|113|122|125|132|139|159|162|164|169|174|178|186|187|189|191|197||5|6|7|8|9|16|19|20|22|23|26|30|46|53|65|113|122|127|159|160|162|169|170|172|176|183|186|189|191||4|5|6|8|14|16|19|20|26|29|44|61|65|68|104|109|112|117|119|122|125|132|154|159|169|174|176|179|189||3|5|6|8|13|16|18|19|23|25|29|30|33|36|46|65|68|73|111|113|122|129|134|139|160|168|187|191|197||0|3|4|6|7|8|10|13|16|18|27|29|32|51|55|65|69|84|122|134|139|148|165|169|175|179|183|186|189||3|6|8|10|13|16|19|20|24|26|30|38|46|104|113|120|122|125|132|155|159|164|166|169|174|175|181|188|191||3|4|6|7|8|15|16|19|24|26|29|30|34|65|109|116|120|122|128|132|134|157|159|169|174|176|186|189|197||4|6|7|8|10|13|16|21|23|24|28|29|30|33|43|63|68|115|118|120|122|127|134|167|169|174|186|189|197
indian_pines,28,zhang,0,0.813,0.799,0.787,2|3|4|6|8|10|16|18|19|20|26|29|30|44|46|63|117|122|134|151|159|165|169|176|183|187|189|197||5|6|8|10|16|19|23|25|29|32|39|65|76|104|109|120|122|125|147|153|155|157|159|165|170|174|178|189||5|6|7|13|16|19|29|30|31|38|41|46|65|113|122|125|132|159|162|164|169|174|178|186|187|189|191|197||5|6|7|8|9|16|19|20|22|23|26|30|46|53|65|113|122|127|159|160|162|169|170|172|176|183|186|189||4|5|6|8|14|16|19|26|29|44|61|65|68|104|109|112|117|119|122|125|132|154|159|169|174|176|179|189||3|5|6|8|13|16|18|19|23|25|29|30|33|36|46|65|68|73|111|122|129|134|139|160|168|187|191|197||0|3|4|6|7|8|10|13|16|18|27|29|32|51|55|65|69|84|122|139|148|165|169|175|179|183|186|189||3|6|8|10|13|16|19|20|24|26|30|38|46|104|113|120|122|125|132|155|159|164|166|169|174|175|181|188||3|4|6|7|8|15|16|19|24|26|29|30|34|65|109|116|120|122|128|134|157|159|169|174|176|186|189|197||4|6|7|8|10|13|16|21|23|24|28|29|30|33|43|63|68|115|118|122|127|134|167|169|174|186|189|197
indian_pines,27,zhang,0,0.809,0.795,0.782,2|3|4|6|8|10|16|18|19|20|26|29|30|44|46|63|117|122|134|151|165|169|176|183|187|189|197||5|6|8|10|16|19|23|25|29|32|39|65|76|104|109|120|122|125|147|153|155|157|159|165|170|178|189||5|6|7|13|16|19|29|31|38|41|46|65|113|122|125|132|159|162|164|169|174|178|186|187|189|191|197||5|6|7|8|9|16|19|20|23|26|30|46|53|65|113|122|127|159|160|162|169|170|172|176|183|186|189||4|5|6|8|14|16|19|26|29|44|65|68|104|109|112|117|119|122|125|132|154|159|169|174|176|179|189||3|5|6|8|13|16|18|19|23|25|29|30|33|36|46|65|68|73|111|122|129|134|160|168|187|191|197||0|3|4|6|7|8|10|13|16|18|27|29|32|51|55|65|84|122|139|148|165|169|175|179|183|186|189||3|6|8|10|13|16|19|20|24|26|30|38|46|104|113|120|122|125|132|155|159|164|166|169|174|175|181||3|4|6|7|8|15|16|19|24|26|29|30|65|109|116|120|122|128|134|157|159|169|174|176|186|189|197||4|6|7|8|10|13|16|21|23|24|28|29|30|43|63|68|115|118|122|127|134|167|169|174|186|189|197
indian_pines,26,zhang,0,0.802,0.792,0.775,2|3|4|6|8|10|16|18|19|20|26|29|30|44|46|63|117|122|151|165|169|176|183|187|189|197||5|6|8|10|16|19|23|25|29|32|39|76|104|109|120|122|125|147|153|155|157|159|165|170|178|189||5|6|7|13|16|19|29|31|41|46|65|113|122|125|132|159|162|164|169|174|178|186|187|189|191|197||5|6|7|8|9|16|19|20|23|26|30|46|53|65|122|127|159|160|162|169|170|172|176|183|186|189||4|5|6|8|14|16|19|26|29|44|65|68|104|109|117|119|122|125|132|154|159|169|174|176|179|189||3|5|6|8|13|16|18|19|23|25|29|30|33|36|46|65|73|111|122|129|134|160|168|187|191|197||0|3|4|6|7|8|10|13|16|18|27|29|32|51|55|65|122|139|148|165|169|175|179|183|186|189||3|6|8|10|13|16|19|20|24|26|30|46|104|113|120|122|125|132|155|159|164|166|169|174|175|181||3|4|6|7|8|15|16|19|24|26|29|30|65|109|120|122|128|134|157|159|169|174|176|186|189|197||4|6|7|8|10|13|16|21|23|24|28|29|30|43|63|68|115|122|127|134|167|169|174|186|189|197
indian_pines,25,zhang,0,0.8,0.79,0.772,2|3|4|6|8|10|16|18|19|20|26|29|30|44|46|63|117|122|151|165|169|183|187|189|197||5|6|8|10|16|19|23|25|29|32|39|76|104|109|120|122|125|147|153|157|159|165|170|178|189||5|6|7|13|16|19|29|31|41|46|65|113|122|125|159|162|164|169|174|178|186|187|189|191|197||5|6|7|8|9|16|19|20|23|26|30|46|53|65|122|127|159|160|162|169|172|176|183|186|189||4|5|6|8|14|16|19|26|29|44|65|68|104|109|117|119|122|132|154|159|169|174|176|179|189||3|5|6|8|16|18|19|23|25|29|30|33|36|46|65|73|111|122|129|134|160|168|187|191|197||0|3|4|6|7|8|10|13|16|18|29|32|51|55|65|122|139|148|165|169|175|179|183|186|189||3|6|8|10|13|16|19|20|24|26|30|46|104|113|120|122|125|132|155|159|164|166|169|174|175||3|4|6|7|8|15|16|19|24|26|30|65|109|120|122|128|134|157|159|169|174|176|186|189|197||4|6|7|8|10|13|16|21|23|24|28|29|30|63|68|115|122|127|134|167|169|174|186|189|197
indian_pines,24,zhang,0,0.794,0.786,0.765,2|3|4|6|8|10|16|18|19|20|26|29|30|44|46|63|122|151|165|169|183|187|189|197||5|6|8|10|16|19|23|25|29|32|39|104|109|120|122|125|147|153|157|159|165|170|178|189||5|6|7|13|16|19|29|31|41|46|65|113|122|159|162|164|169|174|178|186|187|189|191|197||5|6|7|8|9|16|19|20|23|26|30|53|65|122|127|159|160|162|169|172|176|183|186|189||4|5|6|8|14|16|19|26|29|65|68|104|109|117|119|122|132|154|159|169|174|176|179|189||3|5|6|8|16|18|19|23|25|29|30|33|36|46|65|111|122|129|134|160|168|187|191|197||0|3|4|6|7|8|10|13|16|18|29|32|51|55|65|122|139|148|165|169|175|183|186|189||3|6|8|10|13|16|19|24|26|30|46|104|113|120|122|125|132|155|159|164|166|169|174|175||3|4|6|7|8|15|16|19|24|26|30|65|109|120|122|128|157|159|169|174|176|186|189|197||4|6|7|8|10|13|16|21|24|28|29|30|63|68|115|122|127|134|167|169|174|186|189|197
indian_pines,23,zhang,0,0.792,0.785,0.763,2|3|4|6|8|10|16|19|20|26|29|30|44|46|63|122|151|165|169|183|187|189|197||5|6|8|10|19|23|25|29|32|39|104|109|120|122|125|147|153|157|159|165|170|178|189||5|6|7|13|16|19|29|31|41|46|65|113|122|159|164|169|174|178|186|187|189|191|197||5|6|7|8|9|16|19|20|23|26|30|65|122|127|159|160|162|169|172|176|183|186|189||4|5|6|8|14|16|19|26|29|65|68|109|117|119|122|132|154|159|169|174|176|179|189||3|5|6|8|16|18|19|23|25|30|33|36|46|65|111|122|129|134|160|168|187|191|197||0|3|4|6|7|8|10|13|16|18|29|32|51|55|65|122|139|148|165|169|175|183|189||3|6|8|10|13|16|19|24|26|30|46|104|113|120|122|132|155|159|164|166|169|174|175||3|4|6|7|8|15|16|19|24|26|30|65|109|120|122|128|159|169|174|176|186|189|197||4|6|7|8|10|13|16|21|24|28|29|30|63|68|115|122|134|167|169|174|186|189|197
indian_pines,22,zhang,0,0.788,0.772,0.758,2|3|4|6|8|10|16|19|20|26|29|30|46|63|122|151|165|169|183|187|189|197||5|6|8|10|19|23|25|29|32|39|104|109|120|122|147|153|157|159|165|170|178|189||5|6|7|13|16|19|29|31|41|46|65|113|122|159|164|169|174|178|186|187|191|197||5|6|7|8|9|16|19|20|23|26|30|65|122|127|159|160|162|169|172|183|186|189||4|5|6|8|14|16|19|26|29|68|109|117|119|122|132|154|159|169|174|176|179|189||3|5|6|8|16|18|19|23|25|30|33|36|46|65|122|129|134|160|168|187|191|197||0|3|4|6|7|8|10|13|16|29|32|51|55|65|122|139|148|165|169|175|183|189||3|6|8|10|13|16|19|24|26|30|46|104|113|120|122|132|155|159|164|166|169|174||3|4|6|7|8|15|16|19|24|26|30|65|120|122|128|159|169|174|176|186|189|197||4|6|7|8|10|13|16|21|24|28|29|30|63|115|122|134|167|169|174|186|189|197
indian_pines,21,zhang,0,0.788,0.778,0.758,2|3|4|6|8|10|16|19|20|26|29|30|46|63|122|151|165|169|187|189|197||5|6|8|10|19|23|25|29|32|39|109|120|122|147|153|157|159|165|170|178|189||5|6|7|13|16|19|29|31|41|46|65|113|122|159|164|169|174|178|187|191|197||5|6|7|8|9|16|19|23|26|30|65|122|127|159|160|162|169|172|183|186|189||4|5|6|8|14|16|19|26|29|68|109|117|119|122|132|159|169|174|176|179|189||3|5|6|8|16|18|19|23|25|30|33|36|46|65|122|129|134|160|168|191|197||0|3|4|6|7|8|10|13|16|29|32|51|65|122|139|148|165|169|175|183|189||3|6|8|10|13|16|19|26|30|46|104|113|120|122|132|155|159|164|166|169|174||3|4|6|7|8|15|16|19|24|26|30|65|120|122|128|159|169|174|176|189|197||4|6|7|8|10|13|16|24|28|29|30|63|115|122|134|167|169|174|186|189|197
