dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,28,linspacer,0.0,0.776,0.699,0.743,4|11|18|25|32|39|46|53|60|68|75|82|89|96|103|110|117|124|131|139|146|153|160|167|174|181|188|195,8
indian_pines,27,linspacer,0.0,0.789,0.772,0.759,4|11|18|26|33|41|48|55|63|70|77|85|92|100|107|114|122|129|136|144|151|158|166|173|181|188|195,8
indian_pines,26,linspacer,0.0,0.798,0.739,0.77,4|11|19|27|34|42|50|57|65|73|80|88|96|103|111|119|126|134|142|149|157|165|172|180|188|195,8
indian_pines,25,linspacer,0.0,0.783,0.729,0.753,4|12|20|28|36|44|52|60|68|76|84|92|100|107|115|123|131|139|147|155|163|171|179|187|195,8
indian_pines,24,linspacer,0.0,0.767,0.748,0.735,4|12|21|29|37|46|54|62|70|79|87|95|104|112|120|129|137|145|153|162|170|178|187|195,8
indian_pines,23,linspacer,0.0,0.782,0.704,0.751,4|13|22|30|39|48|56|65|74|82|91|99|108|117|125|134|143|151|160|169|177|186|195,8
indian_pines,22,linspacer,0.0,0.787,0.76,0.758,5|14|23|32|41|50|59|68|77|86|95|104|113|122|131|140|149|158|167|176|185|194,8
indian_pines,21,linspacer,0.0,0.787,0.781,0.757,5|14|24|33|43|52|62|71|81|90|100|109|118|128|137|147|156|166|175|185|194,8
indian_pines,20,linspacer,0.0,0.776,0.738,0.744,5|15|25|35|45|55|65|75|85|95|104|114|124|134|144|154|164|174|184|194,8
indian_pines,19,linspacer,0.0,0.783,0.805,0.753,5|16|26|37|47|58|68|79|89|100|110|120|131|141|152|162|173|183|194,8
indian_pines,18,linspacer,0.0,0.765,0.738,0.732,6|17|28|39|50|61|72|83|94|105|116|127|138|149|160|171|182|193,8
indian_pines,17,linspacer,0.0,0.78,0.739,0.749,6|18|29|41|53|64|76|88|100|111|123|135|146|158|170|181|193,8
indian_pines,16,linspacer,0.0,0.733,0.636,0.695,6|19|31|44|56|68|81|93|106|118|131|143|155|168|180|193,8
indian_pines,15,linspacer,0.0,0.784,0.708,0.753,7|20|33|46|60|73|86|100|113|126|139|153|166|179|192,8
indian_pines,14,linspacer,0.0,0.793,0.752,0.764,7|21|36|50|64|78|92|107|121|135|149|163|178|192,8
indian_pines,13,linspacer,0.0,0.765,0.708,0.731,8|23|38|54|69|84|100|115|130|145|161|176|191,8
indian_pines,12,linspacer,0.0,0.786,0.715,0.756,8|25|41|58|75|91|108|124|141|158|174|191,8
indian_pines,11,linspacer,0.0,0.795,0.79,0.766,9|27|45|63|81|100|118|136|154|172|190,8
indian_pines,10,linspacer,0.0,0.77,0.7,0.738,10|30|50|70|90|109|129|149|169|189,8
indian_pines,9,linspacer,0.0,0.733,0.668,0.695,11|33|55|77|100|122|144|166|188,8
indian_pines,8,linspacer,0.0,0.774,0.73,0.741,12|37|62|87|112|137|162|187,8
indian_pines,7,linspacer,0.0,0.774,0.747,0.742,14|43|71|100|128|156|185,8
indian_pines,6,linspacer,0.0,0.744,0.695,0.707,17|50|83|116|149|182,8
indian_pines,5,linspacer,0.0,0.713,0.588,0.672,20|60|100|139|179,8
indian_pines,30,linspacer,0.0,0.811,0.771,0.784,3|10|17|23|30|36|43|50|56|63|70|76|83|90|96|103|109|116|123|129|136|143|149|156|163|169|176|182|189|196,9
indian_pines,29,linspacer,0.0,0.823,0.862,0.798,3|10|17|24|31|38|45|51|58|65|72|79|86|93|100|106|113|120|127|134|141|148|154|161|168|175|182|189|196,9
indian_pines,28,linspacer,0.0,0.787,0.782,0.757,4|11|18|25|32|39|46|53|60|68|75|82|89|96|103|110|117|124|131|139|146|153|160|167|174|181|188|195,9
indian_pines,27,linspacer,0.0,0.787,0.794,0.757,4|11|18|26|33|41|48|55|63|70|77|85|92|100|107|114|122|129|136|144|151|158|166|173|181|188|195,9
indian_pines,26,linspacer,0.0,0.806,0.804,0.779,4|11|19|27|34|42|50|57|65|73|80|88|96|103|111|119|126|134|142|149|157|165|172|180|188|195,9
indian_pines,25,linspacer,0.0,0.813,0.79,0.786,4|12|20|28|36|44|52|60|68|76|84|92|100|107|115|123|131|139|147|155|163|171|179|187|195,9
indian_pines,24,linspacer,0.0,0.803,0.798,0.775,4|12|21|29|37|46|54|62|70|79|87|95|104|112|120|129|137|145|153|162|170|178|187|195,9
indian_pines,23,linspacer,0.0,0.788,0.778,0.758,4|13|22|30|39|48|56|65|74|82|91|99|108|117|125|134|143|151|160|169|177|186|195,9
indian_pines,22,linspacer,0.0,0.806,0.796,0.778,5|14|23|32|41|50|59|68|77|86|95|104|113|122|131|140|149|158|167|176|185|194,9
indian_pines,21,linspacer,0.0,0.808,0.815,0.781,5|14|24|33|43|52|62|71|81|90|100|109|118|128|137|147|156|166|175|185|194,9
indian_pines,20,linspacer,0.0,0.804,0.81,0.776,5|15|25|35|45|55|65|75|85|95|104|114|124|134|144|154|164|174|184|194,9
indian_pines,19,linspacer,0.0,0.798,0.82,0.769,5|16|26|37|47|58|68|79|89|100|110|120|131|141|152|162|173|183|194,9
indian_pines,18,linspacer,0.0,0.8,0.806,0.772,6|17|28|39|50|61|72|83|94|105|116|127|138|149|160|171|182|193,9
indian_pines,17,linspacer,0.0,0.785,0.773,0.755,6|18|29|41|53|64|76|88|100|111|123|135|146|158|170|181|193,9
indian_pines,16,linspacer,0.0,0.764,0.742,0.73,6|19|31|44|56|68|81|93|106|118|131|143|155|168|180|193,9
indian_pines,15,linspacer,0.0,0.787,0.793,0.757,7|20|33|46|60|73|86|100|113|126|139|153|166|179|192,9
indian_pines,14,linspacer,0.0,0.801,0.806,0.773,7|21|36|50|64|78|92|107|121|135|149|163|178|192,9
indian_pines,13,linspacer,0.0,0.799,0.826,0.77,8|23|38|54|69|84|100|115|130|145|161|176|191,9
indian_pines,12,linspacer,0.0,0.799,0.823,0.771,8|25|41|58|75|91|108|124|141|158|174|191,9
indian_pines,11,linspacer,0.001,0.786,0.793,0.755,9|27|45|63|81|100|118|136|154|172|190,9
indian_pines,10,linspacer,0.0,0.776,0.758,0.744,10|30|50|70|90|109|129|149|169|189,9
indian_pines,9,linspacer,0.0,0.738,0.76,0.699,11|33|55|77|100|122|144|166|188,9
indian_pines,8,linspacer,0.0,0.78,0.778,0.747,12|37|62|87|112|137|162|187,9
indian_pines,7,linspacer,0.0,0.785,0.766,0.754,14|43|71|100|128|156|185,9
indian_pines,6,linspacer,0.0,0.75,0.766,0.713,17|50|83|116|149|182,9
indian_pines,5,linspacer,0.0,0.729,0.684,0.689,20|60|100|139|179,9
